isolate_name	collection_date	last_modified	type	lineage	originating lab	submitting lab	id	duplicate
A/NewYork/4305/2014	2014-12-16T05:00:00Z	2015-09-16T04:00:00Z	A/H3N2		  	 Other Database Import	1192	FALSE
A/NewYork/4306/2014	2014-12-22T05:00:00Z	2015-09-16T04:00:00Z	A/H3N2		  	 Other Database Import	1193	FALSE
A/NewYork/4307/2014	2014-12-28T05:00:00Z	2015-09-16T04:00:00Z	A/H3N2		  	 Other Database Import	1194	FALSE
A/NewYork/4308/2014	2014-12-23T05:00:00Z	2015-09-16T04:00:00Z	A/H3N2		  	 Other Database Import	1195	FALSE
A/NewYork/4309/2014	2014-12-24T05:00:00Z	2015-09-16T04:00:00Z	A/H3N2		  	 Other Database Import	1196	FALSE
A/NewYork/4310/2014	2014-12-24T05:00:00Z	2015-09-16T04:00:00Z	A/H3N2		  	 Other Database Import	1197	FALSE
A/NewYork/4311/2014	2014-12-29T05:00:00Z	2015-09-16T04:00:00Z	A/H3N2		  	 Other Database Import	1198	FALSE
A/NewYork/4447/2015	2015-01-07T05:00:00Z	2015-09-16T04:00:00Z	A/H3N2		  	 Other Database Import	1199	FALSE
A/NewYork/4448/2014	2014-12-31T05:00:00Z	2015-09-16T04:00:00Z	A/H3N2		  	 Other Database Import	1200	FALSE
A/NewYork/4449/2015	2015-01-04T05:00:00Z	2015-09-16T04:00:00Z	A/H3N2		  	 Other Database Import	1201	FALSE
A/NewYork/4450/2015	2015-01-06T05:00:00Z	2015-09-16T04:00:00Z	A/H3N2		  	 Other Database Import	1202	FALSE
A/NewYork/4451/2015	2015-01-06T05:00:00Z	2015-09-16T04:00:00Z	A/H3N2		  	 Other Database Import	1203	FALSE
A/NewYork/4452/2015	2015-01-09T05:00:00Z	2015-09-16T04:00:00Z	A/H3N2		  	 Other Database Import	1204	FALSE
A/NewYork/4453/2015	2015-01-09T05:00:00Z	2015-09-16T04:00:00Z	A/H3N2		  	 Other Database Import	1205	FALSE
A/NewYork/4454/2015	2015-01-10T05:00:00Z	2015-09-16T04:00:00Z	A/H3N2		  	 Other Database Import	1206	FALSE
A/NewYork/4455/2015	2015-01-11T05:00:00Z	2015-09-16T04:00:00Z	A/H3N2		  	 Other Database Import	1207	FALSE
A/NewYork/4456/2015	2015-01-12T05:00:00Z	2015-09-16T04:00:00Z	A/H3N2		  	 Other Database Import	1208	FALSE
A/NewYork/4546/2015	2015-01-14T05:00:00Z	2015-09-16T04:00:00Z	A/H3N2		  	 Other Database Import	1209	FALSE
A/NewYork/4547/2015	2015-01-14T05:00:00Z	2015-09-16T04:00:00Z	A/H3N2		  	 Other Database Import	1210	FALSE
A/NewYork/4548/2015	2015-01-15T05:00:00Z	2015-09-16T04:00:00Z	A/H3N2		  	 Other Database Import	1211	FALSE
A/NewYork/4549/2015	2015-01-16T05:00:00Z	2015-09-16T04:00:00Z	A/H3N2		  	 Other Database Import	1212	FALSE
A/NewYork/4550/2015	2015-01-19T05:00:00Z	2015-09-16T04:00:00Z	A/H3N2		  	 Other Database Import	1213	FALSE
A/NewYork/4551/2015	2015-01-20T05:00:00Z	2015-09-16T04:00:00Z	A/H3N2		  	 Other Database Import	1214	FALSE
A/NewYork/4552/2015	2015-01-20T05:00:00Z	2015-09-16T04:00:00Z	A/H3N2		  	 Other Database Import	1215	FALSE
A/NewYork/4553/2015	2015-02-04T05:00:00Z	2015-09-16T04:00:00Z	A/H3N2		  	 Other Database Import	1216	FALSE
A/NewYork/4554/2015	2015-02-04T05:00:00Z	2015-09-16T04:00:00Z	A/H3N2		  	 Other Database Import	1217	FALSE
A/NewYork/4680/2014	2014-12-24T05:00:00Z	2015-09-16T04:00:00Z	A/H3N2		  	 Other Database Import	1218	FALSE
A/NewYork/4681/2014	2014-12-30T05:00:00Z	2015-09-16T04:00:00Z	A/H3N2		  	 Other Database Import	1219	FALSE
A/NewYork/4682/2015	2015-01-21T05:00:00Z	2015-09-16T04:00:00Z	A/H3N2		  	 Other Database Import	1220	FALSE
A/NewYork/4683/2015	2015-01-21T05:00:00Z	2015-09-16T04:00:00Z	A/H3N2		  	 Other Database Import	1221	FALSE
A/NewYork/4684/2015	2015-01-26T05:00:00Z	2015-09-16T04:00:00Z	A/H3N2		  	 Other Database Import	1222	FALSE
A/NewYork/4685/2015	2015-01-28T05:00:00Z	2015-09-16T04:00:00Z	A/H3N2		  	 Other Database Import	1223	FALSE
A/NewYork/4686/2015	2015-01-29T05:00:00Z	2015-09-16T04:00:00Z	A/H3N2		  	 Other Database Import	1224	FALSE
A/NewYork/4687/2015	2015-01-30T05:00:00Z	2015-09-16T04:00:00Z	A/H3N2		  	 Other Database Import	1225	FALSE
A/NewYork/4690/2015	2015-01-28T05:00:00Z	2015-09-16T04:00:00Z	A/H3N2		  	 Other Database Import	1226	FALSE
A/NewYork/55/2015	2015-07-10T04:00:00Z	2015-10-26T04:00:00Z	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention	1227	FALSE
A/NewYork/65/2015	2015-08-25T04:00:00Z	2015-10-26T04:00:00Z	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention	1228	FALSE
A/NewYork/4811/2015	2015-02-26T05:00:00Z	2015-11-10T05:00:00Z	A/H3N2		  	 Other Database Import	1229	FALSE
A/NewYork/4812/2015	2015-03-02T05:00:00Z	2015-11-10T05:00:00Z	A/H3N2		  	 Other Database Import	1230	FALSE
A/NewYork/4813/2015	2015-03-23T04:00:00Z	2015-11-10T05:00:00Z	A/H3N2		  	 Other Database Import	1231	FALSE
A/NewYork/4814/2015	2015-03-19T04:00:00Z	2015-11-10T05:00:00Z	A/H3N2		  	 Other Database Import	1232	FALSE
A/NewYork/4815/2015	2015-03-19T04:00:00Z	2015-11-10T05:00:00Z	A/H3N2		  	 Other Database Import	1233	FALSE
A/NewYork/4816/2015	2015-03-24T04:00:00Z	2015-11-10T05:00:00Z	A/H3N2		  	 Other Database Import	1234	FALSE
A/NewYork/4817/2015	2015-03-26T04:00:00Z	2015-11-10T05:00:00Z	A/H3N2		  	 Other Database Import	1235	FALSE
A/NewYork/71/2015	2015-11-03T05:00:00Z	2015-12-15T05:00:00Z	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention	1236	FALSE
A/NewYork/66/2015	2015-09-03T04:00:00Z	2015-12-23T05:00:00Z	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention	1237	FALSE
A/NewYork/67/2015	2015-09-06T04:00:00Z	2015-12-23T05:00:00Z	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention	1238	FALSE
A/NewYork/68/2015	2015-08-27T04:00:00Z	2015-12-23T05:00:00Z	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention	1239	FALSE
A/NewYork/69/2015	2015-10-12T04:00:00Z	2015-12-23T05:00:00Z	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention	1240	FALSE
A/NewYork/77/2015	2015-12-07T05:00:00Z	2016-02-11T05:00:00Z	A/H3N2		 New York Presbyterian Hospital Columbia University Medical Center, Microbiology Department 	 Centers for Disease Control and Prevention	1241	FALSE
A/NewYork/03/2016	2016-01-04T05:00:00Z	2016-02-16T05:00:00Z	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention	1242	FALSE
A/NewYork/07/2016	2016-01-11T05:00:00Z	2016-02-16T05:00:00Z	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention	1243	FALSE
A/NewYork/13/2016	2016-01-16T05:00:00Z	2016-03-07T05:00:00Z	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention	1245	FALSE
A/NewYork/14/2016	2016-01-29T05:00:00Z	2016-03-16T04:00:00Z	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention	1246	FALSE
A/NewYork/79/2015	2015-12-14T05:00:00Z	2016-03-16T04:00:00Z	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention	1247	FALSE
A/NewYork/76/2015	2015-12-01T05:00:00Z	2016-03-22T04:00:00Z	A/H3N2		 New York Presbyterian Hospital Columbia University Medical Center, Microbiology Department 	 Centers for Disease Control and Prevention	1250	FALSE
A/NewYork/20/2016	2016-02-12T05:00:00Z	2016-05-02T04:00:00Z	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention	1251	FALSE
A/NewYork/29/2016	2016-02-21T05:00:00Z	2016-05-02T04:00:00Z	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention	1253	FALSE
A/NewYork/43/2016	2016-02-29T05:00:00Z	2016-05-10T04:00:00Z	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention	1254	FALSE
A/NewYork/62/2016	2016-04-11T04:00:00Z	2016-07-21T04:00:00Z	A/H3N2		 New York City Department of Health 	 Centers for Disease Control and Prevention	1255	FALSE
A/NewYork/18/2016	2016-02-05T05:00:00Z	2016-05-17T04:00:00Z	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention	1256	FALSE
A/NewYork/19/2016	2016-02-09T05:00:00Z	2016-05-17T04:00:00Z	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention	1257	FALSE
A/NewYork/57/2016	2016-03-07T05:00:00Z	2016-05-26T04:00:00Z	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention	1259	FALSE
A/NewYork/59/2016	2016-03-29T04:00:00Z	2016-05-26T04:00:00Z	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention	1261	FALSE
A/NewYork/25/2016	2016-02-08T05:00:00Z	2016-06-22T04:00:00Z	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention	1262	FALSE
A/NewYork/56/2016	2016-03-02T05:00:00Z	2016-06-22T04:00:00Z	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention	1263	FALSE
A/NewYork/58/2016	2016-03-20T04:00:00Z	2016-06-22T04:00:00Z	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention	1264	FALSE
A/NewYork/60/2016	2016-03-31T04:00:00Z	2016-06-22T04:00:00Z	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention	1265	FALSE
A/NewYork/21/2016	2016-02-13T05:00:00Z	2016-06-28T04:00:00Z	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention	1266	FALSE
A/NewYork/80/2016	2016-04-29T04:00:00Z	2016-07-14T04:00:00Z	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention	1269	FALSE
A/NewYork/77/2016	2016-04-26T04:00:00Z	2016-07-14T04:00:00Z	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention	1270	FALSE
A/NewYork/68/2016	2016-04-06T04:00:00Z	2016-07-21T04:00:00Z	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention	1271	FALSE
A/NewYork/78/2016	2016-04-26T04:00:00Z	2016-07-21T04:00:00Z	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention	1272	FALSE
A/NewYork/27/2016	2016-02-11T05:00:00Z	2016-07-21T04:00:00Z	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention	1273	FALSE
A/NewYork/26/2016	2016-02-05T05:00:00Z	2016-07-21T04:00:00Z	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention	1274	FALSE
A/NewYork/83/2016	2016-07-13T04:00:00Z	2016-09-01T04:00:00Z	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention	1276	FALSE
A/NewYork/81/2016	2016-07-12T04:00:00Z	2016-09-01T04:00:00Z	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention	1277	FALSE
A/NewYork/84/2016	2016-07-13T04:00:00Z	2016-09-01T04:00:00Z	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention	1278	FALSE
A/NewYork/85/2016	2016-07-13T04:00:00Z	2016-09-01T04:00:00Z	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention	1279	FALSE
A/NewYork/82/2016	2016-07-12T04:00:00Z	2016-09-12T04:00:00Z	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention	1280	FALSE
A/NewYork/86/2016	2016-07-28T04:00:00Z	2016-09-12T04:00:00Z	A/H3N2		 New York State Department of Health 	 Centers for Disease Control and Prevention	1281	FALSE
A/NewYork/WC-LVD-14-068/2014	2014-12-01T05:00:00Z	2016-10-10T04:00:00Z	A/H3N2		  	 Other Database Import	1292	FALSE
A/NewYork/WC-LVD-15-019/2015	2015-01-28T05:00:00Z	2016-10-10T04:00:00Z	A/H3N2		  	 Other Database Import	1293	FALSE
A/NewYork/WC-LVD-15-023/2015	2015-01-26T05:00:00Z	2016-10-10T04:00:00Z	A/H3N2		  	 Other Database Import	1294	FALSE
A/NewYork/WC-LVD-15-030/2015	2015-02-10T05:00:00Z	2016-10-10T04:00:00Z	A/H3N2		  	 Other Database Import	1295	FALSE
A/NewYork/WC-LVD-15-036/2015	2015-01-31T05:00:00Z	2016-10-10T04:00:00Z	A/H3N2		  	 Other Database Import	1296	FALSE
A/NewYork/WC-LVD-14-064/2014	2014-11-04T05:00:00Z	2016-10-10T04:00:00Z	A/H3N2		  	 Other Database Import	1297	FALSE
A/NewYork/WC-LVD-14-066/2014	2014-12-29T05:00:00Z	2016-10-10T04:00:00Z	A/H3N2		  	 Other Database Import	1298	FALSE
A/NewYork/WC-LVD-14-067/2014	2014-11-24T05:00:00Z	2016-10-10T04:00:00Z	A/H3N2		  	 Other Database Import	1299	FALSE
A/NewYork/WC-LVD-14-069/2014	2014-12-02T05:00:00Z	2016-10-10T04:00:00Z	A/H3N2		  	 Other Database Import	1300	FALSE
A/NewYork/WC-LVD-14-070/2014	2014-12-02T05:00:00Z	2016-10-10T04:00:00Z	A/H3N2		  	 Other Database Import	1301	FALSE
A/NewYork/WC-LVD-14-071/2014	2014-12-08T05:00:00Z	2016-10-10T04:00:00Z	A/H3N2		  	 Other Database Import	1302	FALSE
A/NewYork/WC-LVD-14-072/2014	2014-12-10T05:00:00Z	2016-10-10T04:00:00Z	A/H3N2		  	 Other Database Import	1303	FALSE
A/NewYork/WC-LVD-14-073/2014	2014-12-03T05:00:00Z	2016-10-10T04:00:00Z	A/H3N2		  	 Other Database Import	1304	FALSE
A/NewYork/WC-LVD-14-074/2014	2014-12-17T05:00:00Z	2016-10-10T04:00:00Z	A/H3N2		  	 Other Database Import	1305	FALSE
A/NewYork/WC-LVD-14-075/2014	2014-12-21T05:00:00Z	2016-10-10T04:00:00Z	A/H3N2		  	 Other Database Import	1306	FALSE
A/NewYork/WC-LVD-14-076/2014	2014-12-21T05:00:00Z	2016-10-10T04:00:00Z	A/H3N2		  	 Other Database Import	1307	FALSE
A/NewYork/WC-LVD-14-077/2014	2014-12-22T05:00:00Z	2016-10-10T04:00:00Z	A/H3N2		  	 Other Database Import	1308	FALSE
A/NewYork/WC-LVD-14-079/2014	2014-12-22T05:00:00Z	2016-10-10T04:00:00Z	A/H3N2		  	 Other Database Import	1309	FALSE
A/NewYork/WC-LVD-14-080/2014	2014-12-25T05:00:00Z	2016-10-10T04:00:00Z	A/H3N2		  	 Other Database Import	1310	FALSE
A/NewYork/WC-LVD-14-081/2014	2014-12-28T05:00:00Z	2016-10-10T04:00:00Z	A/H3N2		  	 Other Database Import	1311	FALSE
A/NewYork/WC-LVD-15-001/2015	2015-01-07T05:00:00Z	2016-10-10T04:00:00Z	A/H3N2		  	 Other Database Import	1312	FALSE
A/NewYork/WC-LVD-15-002/2015	2015-01-04T05:00:00Z	2016-10-10T04:00:00Z	A/H3N2		  	 Other Database Import	1313	FALSE
A/NewYork/WC-LVD-15-003/2015	2015-01-04T05:00:00Z	2016-10-10T04:00:00Z	A/H3N2		  	 Other Database Import	1314	FALSE
A/NewYork/WC-LVD-15-004/2015	2015-01-04T05:00:00Z	2016-10-10T04:00:00Z	A/H3N2		  	 Other Database Import	1315	FALSE
A/NewYork/WC-LVD-14-082/2014	2014-12-22T05:00:00Z	2016-10-10T04:00:00Z	A/H3N2		  	 Other Database Import	1316	FALSE
A/NewYork/WC-LVD-14-083/2014	2014-12-23T05:00:00Z	2016-10-10T04:00:00Z	A/H3N2		  	 Other Database Import	1317	FALSE
A/NewYork/WC-LVD-14-084/2014	2014-12-30T05:00:00Z	2016-10-10T04:00:00Z	A/H3N2		  	 Other Database Import	1318	FALSE
A/NewYork/WC-LVD-14-085/2014	2014-12-30T05:00:00Z	2016-10-10T04:00:00Z	A/H3N2		  	 Other Database Import	1319	FALSE
A/NewYork/WC-LVD-14-086/2014	2014-12-24T05:00:00Z	2016-10-10T04:00:00Z	A/H3N2		  	 Other Database Import	1320	FALSE
A/NewYork/WC-LVD-15-005/2015	2015-01-15T05:00:00Z	2016-10-10T04:00:00Z	A/H3N2		  	 Other Database Import	1321	FALSE
A/NewYork/WC-LVD-15-006/2015	2015-01-19T05:00:00Z	2016-10-10T04:00:00Z	A/H3N2		  	 Other Database Import	1322	FALSE
A/NewYork/WC-LVD-14-087/2014	2014-12-27T05:00:00Z	2016-10-10T04:00:00Z	A/H3N2		  	 Other Database Import	1323	FALSE
A/NewYork/WC-LVD-15-007/2015	2015-01-05T05:00:00Z	2016-10-10T04:00:00Z	A/H3N2		  	 Other Database Import	1324	FALSE
A/NewYork/WC-LVD-15-008/2015	2015-01-14T05:00:00Z	2016-10-10T04:00:00Z	A/H3N2		  	 Other Database Import	1325	FALSE
A/NewYork/WC-LVD-15-009/2015	2015-01-08T05:00:00Z	2016-10-10T04:00:00Z	A/H3N2		  	 Other Database Import	1326	FALSE
A/NewYork/WC-LVD-15-011/2015	2015-01-14T05:00:00Z	2016-10-10T04:00:00Z	A/H3N2		  	 Other Database Import	1327	FALSE
A/NewYork/WC-LVD-15-012/2015	2015-01-14T05:00:00Z	2016-10-10T04:00:00Z	A/H3N2		  	 Other Database Import	1328	FALSE
A/NewYork/WC-LVD-14-088/2014	2014-12-29T05:00:00Z	2016-10-10T04:00:00Z	A/H3N2		  	 Other Database Import	1329	FALSE
A/NewYork/WC-LVD-14-089/2014	2014-12-28T05:00:00Z	2016-10-10T04:00:00Z	A/H3N2		  	 Other Database Import	1330	FALSE
A/NewYork/WC-LVD-14-090/2014	2014-12-13T05:00:00Z	2016-10-10T04:00:00Z	A/H3N2		  	 Other Database Import	1331	FALSE
A/NewYork/WC-LVD-15-013/2015	2015-01-20T05:00:00Z	2016-10-10T04:00:00Z	A/H3N2		  	 Other Database Import	1332	FALSE
A/NewYork/WC-LVD-14-091/2014	2014-12-26T05:00:00Z	2016-10-10T04:00:00Z	A/H3N2		  	 Other Database Import	1333	FALSE
A/NewYork/WC-LVD-15-014/2015	2015-01-19T05:00:00Z	2016-10-10T04:00:00Z	A/H3N2		  	 Other Database Import	1334	FALSE
A/NewYork/WC-LVD-15-015/2015	2015-01-16T05:00:00Z	2016-10-10T04:00:00Z	A/H3N2		  	 Other Database Import	1335	FALSE
A/NewYork/WC-LVD-14-092/2014	2014-12-14T05:00:00Z	2016-10-10T04:00:00Z	A/H3N2		  	 Other Database Import	1336	FALSE
A/NewYork/WC-LVD-14-093/2014	2014-12-21T05:00:00Z	2016-10-10T04:00:00Z	A/H3N2		  	 Other Database Import	1337	FALSE
A/NewYork/WC-LVD-14-094/2014	2014-12-26T05:00:00Z	2016-10-10T04:00:00Z	A/H3N2		  	 Other Database Import	1338	FALSE
A/NewYork/WC-LVD-15-016/2015	2015-01-28T05:00:00Z	2016-10-10T04:00:00Z	A/H3N2		  	 Other Database Import	1339	FALSE
A/NewYork/WC-LVD-15-017/2015	2015-01-28T05:00:00Z	2016-10-10T04:00:00Z	A/H3N2		  	 Other Database Import	1340	FALSE
A/NewYork/WC-LVD-15-018/2015	2015-01-14T05:00:00Z	2016-10-10T04:00:00Z	A/H3N2		  	 Other Database Import	1341	FALSE
A/NewYork/WC-LVD-15-020/2015	2015-02-03T05:00:00Z	2016-10-10T04:00:00Z	A/H3N2		  	 Other Database Import	1342	FALSE
A/NewYork/WC-LVD-15-021/2015	2015-02-02T05:00:00Z	2016-10-10T04:00:00Z	A/H3N2		  	 Other Database Import	1343	FALSE
A/NewYork/WC-LVD-15-022/2015	2015-01-25T05:00:00Z	2016-10-10T04:00:00Z	A/H3N2		  	 Other Database Import	1344	FALSE
A/NewYork/WC-LVD-15-024/2015	2015-01-30T05:00:00Z	2016-10-10T04:00:00Z	A/H3N2		  	 Other Database Import	1345	FALSE
A/NewYork/WC-LVD-15-025/2015	2015-02-04T05:00:00Z	2016-10-10T04:00:00Z	A/H3N2		  	 Other Database Import	1346	FALSE
A/NewYork/WC-LVD-15-026/2015	2015-02-03T05:00:00Z	2016-10-10T04:00:00Z	A/H3N2		  	 Other Database Import	1347	FALSE
A/NewYork/WC-LVD-15-027/2015	2015-02-23T05:00:00Z	2016-10-10T04:00:00Z	A/H3N2		  	 Other Database Import	1348	FALSE
A/NewYork/WC-LVD-15-028/2015	2015-01-28T05:00:00Z	2016-10-10T04:00:00Z	A/H3N2		  	 Other Database Import	1349	FALSE
A/NewYork/WC-LVD-15-029/2015	2015-02-10T05:00:00Z	2016-10-10T04:00:00Z	A/H3N2		  	 Other Database Import	1350	FALSE
A/NewYork/WC-LVD-15-031/2015	2015-02-11T05:00:00Z	2016-10-10T04:00:00Z	A/H3N2		  	 Other Database Import	1351	FALSE
A/NewYork/WC-LVD-15-032/2015	2015-02-18T05:00:00Z	2016-10-10T04:00:00Z	A/H3N2		  	 Other Database Import	1352	FALSE
A/NewYork/WC-LVD-15-033/2015	2015-02-17T05:00:00Z	2016-10-10T04:00:00Z	A/H3N2		  	 Other Database Import	1353	FALSE
A/NewYork/WC-LVD-15-034/2015	2015-01-16T05:00:00Z	2016-10-10T04:00:00Z	A/H3N2		  	 Other Database Import	1354	FALSE
A/NewYork/WC-LVD-15-035/2015	2015-01-27T05:00:00Z	2016-10-10T04:00:00Z	A/H3N2		  	 Other Database Import	1355	FALSE
A/NewYork/WC-LVD-15-037/2015	2015-03-03T05:00:00Z	2016-10-10T04:00:00Z	A/H3N2		  	 Other Database Import	1356	FALSE
A/NewYork/WC-LVD-15-038/2015	2015-03-04T05:00:00Z	2016-10-10T04:00:00Z	A/H3N2		  	 Other Database Import	1357	FALSE
A/NewYork/WC-LVD-15-039/2015	2015-03-08T05:00:00Z	2016-10-10T04:00:00Z	A/H3N2		  	 Other Database Import	1358	FALSE
A/NewYork/WC-LVD-15-040/2015	2015-03-07T05:00:00Z	2016-10-10T04:00:00Z	A/H3N2		  	 Other Database Import	1359	FALSE
A/NewYork/WC-LVD-15-041/2015	2015-03-18T04:00:00Z	2016-10-10T04:00:00Z	A/H3N2		  	 Other Database Import	1360	FALSE
A/NewYork/WC-LVD-15-042/2015	2015-03-14T04:00:00Z	2016-10-10T04:00:00Z	A/H3N2		  	 Other Database Import	1361	FALSE
A/NewYork/WC-LVD-15-043/2015	2015-02-21T05:00:00Z	2016-10-10T04:00:00Z	A/H3N2		  	 Other Database Import	1362	FALSE
A/NewYork/WC-LVD-15-044/2015	2015-03-21T04:00:00Z	2016-10-10T04:00:00Z	A/H3N2		  	 Other Database Import	1363	FALSE
A/NewYork/WC-LVD-15-045/2015	2015-08-03T04:00:00Z	2016-10-10T04:00:00Z	A/H3N2		  	 Other Database Import	1364	FALSE
A/NewYork/WC-LVD-15-046/2015	2015-03-28T04:00:00Z	2016-10-10T04:00:00Z	A/H3N2		  	 Other Database Import	1365	FALSE
A/NewYork/WC-LVD-15-047/2015	2015-04-15T04:00:00Z	2016-10-10T04:00:00Z	A/H3N2		  	 Other Database Import	1366	FALSE
A/NewYork/WC-LVD-14-095/2014	2014-12-18T05:00:00Z	2016-10-10T04:00:00Z	A/H3N2		  	 Other Database Import	1367	FALSE
A/NewYork/WC-LVD-14-096/2014	2014-12-12T05:00:00Z	2016-10-10T04:00:00Z	A/H3N2		  	 Other Database Import	1368	FALSE
A/NewYork/WC-LVD-14-097/2014	2014-11-10T05:00:00Z	2016-10-10T04:00:00Z	A/H3N2		  	 Other Database Import	1369	FALSE
A/NewYork/WC-LVD-14-098/2014	2014-12-08T05:00:00Z	2016-10-10T04:00:00Z	A/H3N2		  	 Other Database Import	1370	FALSE
